9137444074667,POST,282211344,400
9137452733908,POST,275580399,400
9137443422414,POST,287178021,400
9137413098801,POST,322852465,400
9137411163210,POST,323977102,400
9137412022750,POST,322724471,400
9137410156820,POST,324201371,400
9137454292854,POST,279637599,400
9137424195883,POST,309282649,400
9137443066954,POST,289256903,400
9137452885336,POST,278602090,400
9137435608916,POST,295428823,400
9137406142394,POST,323622185,400
9137439315800,POST,289977260,400
9137440333009,POST,288524476,400
9137406528693,POST,320592661,400
9137441107848,POST,285796802,400
9137438719011,POST,289698692,400
9137439733540,POST,292152988,400
9137407876313,POST,322298002,400
9137417658366,POST,317863590,400
9137441780374,POST,290968762,400
9137453204674,POST,283488408,400
9137411601476,POST,340902023,400
9137453134038,POST,289339246,400
9137736817175,POST,20386134,400
9137727180008,POST,29711531,400
9137741259720,POST,15172803,400
9137752150046,POST,3496062,400
9137735405640,POST,19440552,400
9137736162938,POST,19351850,400
9137740666868,POST,13993027,400
9137442438620,POST,311497809,400
9137406138007,POST,347797450,400
9137410692351,POST,342857264,400
9137454002651,POST,300389460,400
9137453228091,POST,299944716,400
9137784845733,POST,2674483,400
9137453832226,POST,299052695,400
9137406367358,POST,347119795,400
9137786369482,POST,5133245,400
9137784292785,POST,2973752,400
9137787725703,POST,4302099,400
9137788906755,POST,3695165,400
9137788096747,POST,5014156,400
9137789834707,POST,3797279,400
9137788570533,POST,5548144,400
9137791523373,POST,3570333,400
9137792616882,POST,3138406,400
9137793125665,POST,3315147,400
9137790848530,POST,6113792,400
9137794133428,POST,3395340,400
9137792081283,POST,5999760,400
9137779368353,POST,6126289,400
9137793646839,POST,5945204,400
9137796455608,POST,3770083,400
9137797542866,POST,3315065,400
9137779920017,POST,2708572,400
9137796976383,POST,5014763,400
9137795108767,POST,7592355,400
9137798095520,POST,5181725,400
9137801191124,POST,2774175,400
9137795778042,POST,8745732,400
9137802864334,POST,2630101,400
9137799626003,POST,6650147,400
9137803979465,POST,3032006,400
9137800240469,POST,7415823,400
9137800872968,POST,7310080,400
9137805507094,POST,3224707,400
9137802715529,POST,6655830,400
9137804542282,POST,5341194,400
9137802009343,POST,8514188,400
9137808743948,POST,2537091,400
9137803292455,POST,8694062,400
9137778509256,POST,3860472,400
9137807035591,POST,5510750,400
9137778311711,POST,3105033,400
9137806301842,POST,6904887,400
9137777117929,POST,2725147,400
9137807668657,POST,7141422,400
9137812389274,POST,2989027,400
9137808195189,POST,7213391,400
9137809383241,POST,6708814,400
9137812927052,POST,3252816,400
9137809895799,POST,6714410,400
9137810535639,POST,6603948,400
9137811293610,POST,6329626,400
9137811998785,POST,6173618,400
9137815393985,POST,2900972,400
9137812561923,POST,6208519,400
